Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Gabon;GAB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026989357;0.11263481;0.236007136;0.356517678;0.590995488;0.805217129;0.801268275;0.716574627;9.427.032.802;1.148.026.542;2.081.611.632;2.176.439.606;3.453.274.622;5.051.520.448;5.976.483.727;7.543.035.307;812.511.172;8.769.054.551;9.409.124.513;1.337.222.567;1.392.563.313;1.443.166.585;1.491.076.363;1.390.944.715;1.420.035.222;1.244.381.055;133.692.425;1.334.416.659;1.330.177.927;1343173247;125.387.067;;
United Kingdom;GBR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0.088272091;0.229188337;0.510326887;0.983272981;1.708.245.688;1.947.196.982;2.196.673.629;2.620.448.471;3.934.258.199;6.818.272.277;9.901.172.035;1.248.025.391;1.517.763.081;2.545.932.146;4.636.293.399;7.383.511.897;7.832.360.974;8.293.728.874;9.095.792.762;994.867.395;1.084.259.834;115.252.733;120.527.906;1.213.772.695;1.228.742.004;1.222.590.493;1.219.256.338;1.227.564.922;1.223.501.829;1.211.308.315;1.215.048.919;1.202.210.676;1.197.294.099;1.187.527.408;1.208.484.884;1.178.163.133;1185668355;1.208.191.165;;
Georgia;GEO;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003075235;0.048306419;0.646547265;1.327.902.213;303.204.005;4.565.841.659;7.270.558.782;1.240.096.348;1.770.171.672;2.107.481.837;2.964.539.372;4.331.330.978;6.654.893.036;710.129.242;7.358.891.886;1.036.856.197;1.159.271.542;1.235.053.186;1.318.829.896;1.430.956.472;1.471.900.215;1.466.908.947;1.458.786.023;1.447.181.513;1.427.295.197;1.354.280.451;1477548843;156.086.567;;
Ghana;GHA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002462819;0.010466464;0.019576484;0.035552754;0.071542215;0.119695381;0.223102599;0.365160156;0.661284924;1.207.180.166;1.863.228.278;3.729.709.922;7.737.449.309;1.277.755.372;225.435.531;3.207.335.231;4.756.387.659;6.055.492.814;6.818.041.285;8.076.734.585;9.538.200.979;1.018.197.062;1.076.762.148;1.212.582.209;1.296.091.402;1.216.049.315;132.601.312;1.296.132.895;1.257.336.966;1232115092;1.196.243.981;;
Gibraltar;GIB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.407.704.655;3.644.829.217;5.877.231.171;8.847.155.884;1.317.205.272;2.003.532.677;353.414.379;4.362.182.705;5.618.176.036;6.404.791.754;685.965.153;7.435.698.111;8.001.066.809;8.553.194.289;9.280.290.739;9.596.315.015;1.025.204.252;1.080.534.826;;1.170.960.187;1.274.323.493;1.263.196.684;1.258.665.113;1.257.197.991;1.240.232.523;1.083.465.819;1045270891;1.124.322.338;;
Guinea;GIN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000596075;0.01118132;0.012720352;0.012364775;0.036568544;0.269838956;0.308040578;0.505123746;0.659150668;105.822.129;1.271.053.027;1.728.594.195;2.067.807.907;;2.094.880.928;2.811.922.757;3.481.576.235;3.894.563.268;4.616.948.108;5.176.438.441;6.726.532.573;766.188.968;9.258.559.996;9.311.888.331;9.558.208.181;956.840.313;9.996.476.034;104.466.802;1019442494;;;
Gambia, The;GMB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018098713;0.039116364;0.067336605;0.116088572;0.242050865;0.359452757;0.372219506;0.380021754;0.389554649;3.723.345.651;6.569.339.709;9.532.279.824;1.085.456.434;1.490.500.901;2.362.802.651;4.534.980.506;6.405.433.107;6.990.366.425;7.631.064.253;7.012.083.803;7.405.049.165;8.701.025.804;1.043.248.597;1.205.286.503;122.480.565;1.245.599.874;1.301.227.936;1.030.224.594;104.038.819;1014408792;;;
Guinea-Bissau;GNB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.096910052;2.928.785.183;7.162.721.523;1.112.586.734;2.042.111.664;3.360.290.131;3.669.109.924;4.322.079.861;4.553.301.799;6.348.291.934;5.536.194.016;6.357.432.905;6.923.136.263;700.898.639;7.632.738.349;7.691.042.128;8.071.131.758;9.494.153.271;1085305095;1.259.324.571;;
Equatorial Guinea;GNQ;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010470791;0.049540103;0.04716277;0.091599138;0.729951517;2.085.447.746;4.243.379.003;5.255.286.628;7.490.727.351;1.120.586.174;1.325.354.698;1.580.921.024;1.809.096.135;1.916.285.166;3.648.069.846;4.183.688.803;4.197.904.554;4.106.167.415;3.988.162.291;395.951.515;4.114.939.522;3.902.359.836;3.935.997.262;3.972.876.266;4.662.018.522;4996671696;5.334.269.106;;
Greece;GRC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.454397431;1.436.968.369;2.544.760.045;4.924.190.605;8.622.311.493;1.871.204.971;3.551.072.407;5.374.474.015;7.192.567.824;8.393.784.195;8.043.033.577;8.388.897.436;9.232.414.639;9.886.308.353;110.849.938;1.246.144.893;1.202.577.704;1.114.098.039;1.102.070.802;1.218.599.599;114.697.312;1.117.981.465;1.162.863.558;1.166.439.809;1.209.954.184;1.144.592.115;112.370.475;1.085.687.131;1100393141;1.090.631.741;;
Grenada;GRD;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151443254;0.147356603;0.179136975;0.276002466;0.339232752;0.384393619;0.543654503;0.924697768;1.327.683.616;1.883.471.879;4.002.531.834;5.942.410.317;6.978.592.085;3.889.369.137;3.954.947.222;4.250.004.535;4.161.981.475;4.598.881.181;5.336.332.438;1.010.366.446;1.069.335.929;1.051.662.925;1.120.781.282;1.137.286.759;9.930.407.215;1.006.614.557;9.917.226.548;9.359.659.279;9.744.168.486;94.670.969;9.603.519.242;8106733007;;;
Greenland;GRL;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30706795;0.78624255;173.070.018;3.678.210.368;7.365.975.697;1.155.835.355;1.585.624.432;2.409.902.684;2.690.089.705;2.816.656.617;3.522.319.455;5.244.147.511;6.864.031.231;8.170.583.789;9.487.599.233;117.091.063;9.865.318.675;9.473.087.417;1.017.710.422;1.043.597.214;1.057.936.974;107.685.999;1.086.645.696;1.091.351.487;;1.114.289.801;109.767.392;1.102.358.263;1.177.274.837;1184236261;;;
Guatemala;GTM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003225174;0.01308744;0.022356507;0.030411311;0.103636274;0.289479296;0.408387918;0.588645184;0.996465318;2.946.742.985;7.300.943.584;9.546.360.896;1.283.241.236;1.618.690.866;2.465.101.557;3.434.196.966;5.352.317.101;8.686.504.525;1.069.329.547;1.213.756.936;1.242.372.253;1.313.187.407;1.374.052.058;1.408.080.978;107.624.353;113.250.852;1.121.141.459;120.555.015;1.214.676.927;1.220.257.077;1.174.393.951;1256487512;1.151.820.498;;
Guam;GUM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.616033935;0.908690884;13.102.837;2.771.878.086;3.307.927.032;3.811.218.894;3.675.889.328;8.210.057.752;126.266.612;1.698.004.844;2.018.275.922;433.680.688;4.884.169.293;5.975.464.013;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.112886209;0.13771616;0.166901031;0.16536094;0.159242008;0.185378656;0.192151141;0.371365173;5.247.341.746;9.913.004.567;1.044.291.644;181.385.607;2.257.372.203;3.703.628.626;5.274.491.111;7.121.732.245;5.937.399.722;650.286.586;749.261.965;7.104.752.563;7.353.118.288;7.426.012.148;7.547.512.698;7.186.433.405;7.702.134.274;8.427.229.801;;9.740.182.509;107.375.546;1063926311;;;
High income;HIC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0.00216616541881764;0.00733904300988458;0.011633305999574;0.0177302469767145;0.03114456063059;0.0719488590558101;0.12754109054502;0.220912987161773;0.371454637932281;0.625650197137909;0.920955273502405;131.201.229.805.424;182.713.710.315.617;26.082.576.676.356;410.096.022.375.678;649.198.876.351.777;101.457.044.476.922;143.717.773.774.964;207.071.513.898.397;304.806.582.979.416;427.041.859.736.088;509.321.225.966.591;567.755.862.969.111;637.067.350.809.268;72.906.753.661;83.249.121.486.813;926.729.755.180.478;101.939.724.171.162;108.289.980.902.467;113.313.215.465.294;115.495.947.445.259;11.624.599.525.671;118.597.784.747.756;120.833.504.328.093;122.146.413.619.886;122.7;123.3;122.9;124.2;126.1;125.8;128.6;131.3;134.1;
Hong Kong SAR, China;HKG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0.018749164;0.08130562;0.182056809;0.502999624;0.905108994;1.550.452.413;2.293.573.739;3.201.919.423;3.883.758.885;4.775.897.697;7.859.394.197;1.278.653.153;2.150.269.269;3.461.854.216;484.928.334;6.436.421.516;8.092.687.851;8.492.721.209;9.338.396.667;1.067.196.538;1.187.675.155;1.231.715.467;1.356.800.871;153.562.659;1.642.416.608;1.775.601.144;1.933.943.064;2.131.309.854;2.265.330.395;2.326.098.087;2.306.723.731;2.260.108.938;2.364.865.739;2.465.284.142;2.659.712.453;2.862.244.771;2.914.989.659;3194262706;2.919.103.362;;
Honduras;HND;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038667793;0.234810173;0.553155193;1.213.271.137;2.332.543.405;3.475.194.439;4.651.172.067;5.267.541.253;9.578.248.846;1.694.021.888;2.893.089.914;5.280.906.136;7.665.862.687;1.013.706.519;112.473.642;9.350.217.756;8.382.310.291;8.668.153.462;8.463.214.651;8.659.296.148;8.279.219.153;8.552.647.898;7.749.076.112;7.591.082.245;6.876.918.576;7355959801;760.806.241;;
Heavily indebted poor countries (HIPC);HPC;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,03E+09;0.000880735013536292;0.00188207356137606;0.00421231785477979;0.01039347956532;0.0271214743404188;0.0662767675975742;0.145324218662089;0.285186731034092;0.604080719435819;108.529.265.223.088;170.308.733.228.242;277.603.078.902.884;428.125.762.508.617;639.214.217.230.166;107.625.195.669.399;167.191.532.210.902;247.812.280.685.377;308.388.736.618.464;368.359.881.370.093;445.982.205.032.201;504.639.096.972.381;56.480.357.263.253;617.538.177.854.788;665.572.239.977.314;6.509.246.540.567;651.418.315.273.652;72.134.817.476.378;680.968.402.043.626;709.316.903.394.181;744847568397299;767.140.221.946.963;;
Croatia;HRV;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004924384;0.041675938;0.131712739;0.237500944;0.449514112;0.700796738;1.364.742.106;2.555.942.822;3.916.366.162;6.405.622.704;2.271.111.332;3.894.150.985;515.875.105;5.687.562.232;6.381.446.431;8.239.191.888;9.949.383.823;1.142.786.388;1.036.669.395;1.066.836.675;1.128.109.576;1.175.396.533;1.147.695.513;1.095.654.436;1.041.405.499;1.037.803.054;1.045.124.819;1.029.365.288;105.479.914;1.066.565.741;106.805.903;1084252864;1.111.680.153;;
Haiti;HTI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.124055688;0.304545982;0.65787711;1.074.987.359;1.616.339.623;363.131.075;4.463.543.451;5.489.524.687;1.295.016.947;2.653.695.122;3.341.949.994;3.748.983.366;4.063.851.231;4.219.277.033;6.029.503.373;6.977.932.224;6.500.990.133;6.910.420.223;607.065.734;5.804.608.514;5.995.845.963;6.131.820.274;6.473.094.691;639349717;;;
Hungary;HUN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025491543;0.081708017;0.224608151;0.441345432;1.382.653.252;2.566.046.652;4.589.519.791;6.861.470.978;1.042.936.893;1.591.507.583;3.015.352.299;488.057.768;6.785.414.098;7.851.885.074;8.645.494.989;9.251.973.936;9.909.176.258;1.098.470.378;121.954.914;1.178.236.573;1.202.766.945;1.174.485.123;1.167.030.517;1.171.374.199;1.188.347.046;1.005.722.734;1.013.947.585;1.015.946.158;1.027.165.638;1.051.259.564;1.059.697.831;1069277943;1.040.561.504;;
IBRD only;IBD;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;5,65E+08;6,47E+09;0.000515024227700165;0.00117080995061794;0.00221185290720347;0.00429826249058541;0.0097222491259206;0.0197115150172481;0.0394136849877246;0.0764793493646392;0.159580431413032;0.316091887827083;0.560301309003997;102.514.795.194.063;167.581.816.315.641;303.259.205.624.373;547.467.352.566.496;850.558.304.526.989;117.587.168.705.392;15.875.110.967.005;217.147.191.388.249;292.124.290.748.869;377.034.124.431.668;47.111.927.368.264;574.657.355.033.001;676.645.385.076.574;788.034.873.857.696;875.699.733.573.061;918.022.167.500.843;965.675.975.043.589;992.665.312.728.336;99.4;103.9;106.8;108.3;111;109.6;111.6;112.2;113;
IDA & IBRD total;IBT;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;4,57E+09;5,22E+09;0.000415187362691821;0.000942454450346126;0.00177762974245902;0.00344868477839802;0.00786308311490326;0.0160076290641346;0.0322092801409609;0.0627113109303628;0.130222089656856;0.254356073729482;0.449324840166822;0.820574486718177;133.972.700.318.959;242.004.596.011.823;436.514.363.519.844;680.466.935.149.656;946.100.599.307.691;128.232.277.717.152;177.449.697.426.582;242.348.780.569.147;322.505.184.683.296;411.614.313.945.032;512.337.399.589.212;603.834.424.585.558;702.868.560.097.238;785.672.470.280.886;831.338.102.350.563;881.517.876.718.314;915.568.489.284.904;92.1;95.7;98;100;102.9;102.6;104.3;105.4;106;
IDA total;IDA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000367545516305709;0.00118575143606015;0.00242822992436458;0.00647451348125213;0.011645419885143;0.0186609487769214;0.0307040562856258;0.055818183378159;0.10181904530408;0.191862291886696;0.379343905158673;0.771705285223934;141.951.534.368.471;22.916.341.579.838;412.528.385.995.913;740.242.836.400.794;13.912.991.270.452;216.422.678.475.188;310.400.857.878.706;370.796.442.317.263;435.583.347.473.519;506.339.626.108.806;565.582.401.749.286;626.214.216.477.954;684.201.592.373.232;70.7;71.8;72.5;76.5;80.4;83.2;84.6;87.1;87.7;
IDA blend;IDB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000752992189287081;0.00295237045650621;0.00493722615523833;0.00890398847250089;0.0141667637900919;0.0209279213648574;0.0328141182217429;0.0584583108140488;0.0875609037084571;0.167381259696076;0.296105465093705;0.749034544271661;158.792.887.364.427;244.245.965.143.706;494.998.054.930.707;976.353.601.605.516;192.141.195.765.538;292.929.927.368.177;425.434.369.099.523;482.784.440.451.765;542.239.442.475.053;59.015.926.057.032;644.032.970.929.657;687.478.976.405.231;7.172.230.796.601;70.3;72.2;71.9;77.5;83.2;88;88;92.2;91;
Indonesia;IDN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0.001078038;0.001223825;0.002678921;0.003666018;0.005127077;0.007224398;0.009934131;0.013232541;0.018851452;0.027870427;0.040026977;0.106310098;0.279339729;0.447726102;0.512769723;1.052.607.358;1.714.058.712;3.003.488.464;531.540.109;8.290.855.733;1.342.692.564;205.021.492;2.752.533.357;3.976.307.645;5.908.224.127;6.792.102.195;8.658.861.927;101.095.073;1.126.850.884;1.236.702.315;1.270.667.453;1.308.216.306;14.724.962;1.645.351.584;1.196.084.851;1.265.946.679;1.308.110.952;1336505363;1.149.005.566;;
IDA only;IDX;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000175887736272397;0.000306038448049694;0.00109311258531942;0.00518337987653837;0.0103019325480483;0.0175297624776212;0.0296484995414232;0.0545051901351448;0.108986234459752;0.204193822898631;0.421433318602341;0.78321503414987;133.400.484.605.617;221.497.292.860.785;370.317.392.699.689;619.644.792.548.703;11.175.383.830.475;177.595.098.647.056;251.911.243.170.351;313.732.022.859.772;381.705.993.956.417;46.388.230.615.276;525.864.249.659.697;595.214.160.305.245;667.509.255.936.279;70.9;71.5;72.9;75.9;78.9;80.8;82.9;84.5;86;
Isle of Man;IMN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007952054;0.033354344;0.08797845;0.11703148;0.181096675;0.337578456;0.606133118;1.183.633.404;3.014.994.095;4.595.760.598;7.806.770.983;1.416.357.152;1.963.701.843;2.874.616.679;4.291.212.541;6.063.048.058;7.107.565.334;6.784.853.606;686.455.143;7.221.351.677;7.567.324.414;8.425.058.892;8.631.708.801;8.590.350.833;8.325.286.162;82.621.059;8198893361;8.064.857.717;;
Not classified;INX;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0.008557324;0.042666121;0.098898597;0.180101371;0.389829915;0.717283138;0.913032251;124.703.581;1.723.214.034;2.472.328.186;4.414.046.502;8.001.712.355;149.719.105;2.571.583.674;4.508.171.161;6.529.670.067;7.756.557.948;7.703.649.835;8.841.275.114;957.352.192;1.036.101.966;1.107.520.628;1.140.116.573;1.133.801.112;1.045.492.103;1.039.095.077;1.079.623.924;1.098.394.365;1.063.624.033;106.283.914;1.050.634.623;1.033.786.082;1.026.618.166;1.028.335.051;1.053.980.591;1.058.205.231;1077677124;1.132.768.198;;
Iran, Islamic Rep.;IRN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015336976;0.026156838;0.097351589;0.382426321;0.614505622;0.760728883;1.468.615.549;3.130.645.166;3.385.178.367;5.076.729.131;734.948.591;1.212.624.458;2.158.558.393;4.116.460.119;5.864.831.136;7.071.192.328;7.171.155.568;7.340.951.664;7.521.235.295;8.315.971.256;8.615.521.571;9.074.220.792;9.665.573.395;1.030.079.578;1.036.264.522;1.363.859.613;1.462.076.628;1545542763;1.645.020.873;;
Iraq;IRQ;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.076174971;0.295542957;2.060.379.308;5.341.708.352;3.233.065.128;4.892.113.772;5.999.305.711;664.163.539;7.441.068.611;7.881.571.413;7.900.911.537;9.145.533.767;898.045.005;8.887.962.046;8.643.095.061;8.433.798.585;899.894.631;8.956.113.197;8.805.916.556;9360441472;9.818.424.176;;
Iceland;ISL;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;1.085.647.834;2.035.507.576;2.608.466.011;3.119.245.027;392.519.773;499.591.071;5.837.435.218;6.596.017.156;8.205.496.124;1.153.724.022;1.739.083.586;2.408.938.811;3.801.884.901;6.217.501.243;763.499.158;8.699.086.377;9.049.333.213;9.650.415.285;9.921.603.503;9.531.357.313;9.929.358.371;1.045.678.573;1.060.453.551;1.065.605.395;1.071.447.195;107.764.655;1.097.000.115;1.099.498.803;1.129.417.905;1.159.665.922;1.196.434.051;1.167.618.266;1.165.506.905;1.145.997.217;1.149.221.778;1180741761;1.225.171.495;;
Israel;ISR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.317284907;0.465322169;0.710794293;1.236.984.936;2.495.654.932;8.130.637.479;1.866.517.808;2.911.996.501;3.657.890.002;4.804.734.265;7.193.117.886;8.817.949.459;9.910.827.833;1.021.997.358;1.094.901.505;1.155.325.698;1.230.045.417;1.280.494.269;1.269.626.414;125.310.742;1.243.237.822;1.233.285.463;1.215.077.872;1.229.506.712;120.806.028;1.319.966.662;1.295.500.471;1.268.464.798;1.265.301.426;1.359.213.376;1.401.086.384;1404485071;1.522.222.464;;
Italy;ITA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0.011326625;0.015967781;0.02918905;0.059305582;0.116501895;0.468668283;1.000.097.034;1.377.716.182;2.122.712.485;3.937.850.938;6.896.354.594;112.866.712;2.061.965.576;3.598.428.894;5.320.214.913;7.415.950.715;899.131.629;949.085.968;9.885.908.053;1.084.501.955;1.228.524.954;1.376.315.822;1.527.786.988;1.525.406.123;1.511.561.311;1.565.734.737;1.599.989.834;1.614.693.276;1.606.017.791;1.490.557.814;1.455.869.288;1.429.771.615;139.776.512;1.391.884.938;1.330.713.342;1.303.870.472;13186107;132.971.226;;
Jamaica;JAM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.101456672;0.313319702;0.618975853;1.050.889.186;1.798.776.746;2.157.216.212;2.583.021.064;3.051.502.251;5.561.363.032;1.404.759.581;227.708.106;4.718.957.003;594.622.386;6.897.655.577;7.402.186.813;8.457.016.872;9.937.472.721;1.004.407.361;108.582.825;1.163.904.918;1.072.546.492;9.837.384.145;1.026.348.215;107.934.767;1.122.660.894;1.165.786.502;1.100.715.146;10.544.623;1.074.668.426;1.018.728.665;1027483172;1.062.021.796;;
Jordan;JOR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041343601;0.039875856;0.03780819;0.035723408;0.03379953;0.265578334;0.523208835;0.951419249;1.701.530.612;2.391.888.139;7.692.555.675;1.676.496.279;2.311.799.075;245.604.987;2.935.621.517;5.525.545.854;7.148.490.967;7.371.087.407;8.010.953.926;8.870.102.642;9.550.935.775;1.052.402.538;1.245.760.215;1.340.380.157;1.281.170.096;1.453.297.924;9.853.271.402;9.498.702.055;8.347.869.848;7.270.773.421;6.394.061.117;6526176509;6.756.799.743;;
Japan;JPN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0.011213345;0.016628303;0.022704022;0.033528477;0.051024186;0.078161829;0.123312648;0.197794266;0.397140769;0.701838322;1.110.714.636;1.376.149.484;170.810.566;3.461.792.124;9.337.292.835;2.140.087.434;3.035.349.093;3.745.403.769;4.491.767.666;5.266.746.097;5.888.224.733;6.372.129.527;6.796.345.216;7.164.805.919;7.549.704.878;7.804.871.672;83.854.384;861.938.134;907.727.623;9.623.879.646;1.037.137.488;1.103.834.252;115.827.725;1.238.316.866;1.261.756.831;1.313.864.746;1.364.176.676;1.424.668.807;1.482.722.187;1.557.389.638;1608817412;1.675.231.573;;
Kazakhstan;KAZ;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002388466;0.027990199;0.060690346;0.070807169;0.191931708;0.324457083;1.294.937.889;3.808.580.234;6.695.367.868;863.173.678;1.576.480.026;3.447.824.792;4.914.277.217;7.698.720.041;9.206.036.705;1.040.288.753;1.166.874.561;1.496.645.373;1.767.855.957;1.750.568.958;1.625.461.324;1.475.074.806;1.412.436.051;1.457.470.439;1.406.055.713;1.371.299.254;1.280.024.709;1274765953;1.304.206.754;;
Kenya;KEN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004461439;0.004576275;0.007614676;0.008478944;0.010233296;0.023857485;0.03691479;0.079282155;0.412957432;1.886.772.102;3.621.502.166;4.711.047.036;731.825.995;1.286.713.923;198.788.531;2.983.798.266;4.160.465.635;4.797.429.887;6.014.006.827;6.586.296.741;7.028.287.597;7.106.121.963;7.338.263.833;8.050.105.901;8.139.149.513;8.747.035.459;9.909.540.718;1.070.734.925;1.181.263.492;1227902388;1.216.735.548;;
